date,country,state,city,newDeaths,deaths,newCases,totalCases,deathsMS,totalCasesMS
2020-03-27,Brazil,MS,TOTAL,0,0,3,28,0,28
2020-03-27,Brazil,MT,TOTAL,0,0,0,11,0,11
2020-03-27,Brazil,PA,TOTAL,0,0,3,16,0,13
2020-03-27,Brazil,PB,TOTAL,0,0,4,10,0,9
2020-03-27,Brazil,PE,TOTAL,1,4,9,57,4,56
2020-03-27,Brazil,PI,TOTAL,1,1,1,10,0,9
2020-03-27,Brazil,PR,TOTAL,2,2,19,125,2,119
2020-03-27,Brazil,RJ,TOTAL,1,10,72,493,10,493
2020-03-27,Brazil,RN,TOTAL,0,0,9,28,0,28
2020-03-27,Brazil,RO,TOTAL,0,0,0,6,0,6
2020-03-27,Brazil,RR,TOTAL,0,0,2,12,0,10
2020-03-27,Brazil,RS,TOTAL,1,2,7,197,2,195
2020-03-27,Brazil,SC,TOTAL,0,1,14,163,1,149
2020-03-27,Brazil,SE,TOTAL,0,0,0,16,0,16
2020-03-27,Brazil,SP,TOTAL,10,68,170,1223,68,1223
2020-03-27,Brazil,TO,TOTAL,0,0,1,9,0,8
2020-03-27,Brazil,TOTAL,TOTAL,16,93,486,3476,92,3417
2020-03-28,Brazil,AC,TOTAL,0,0,0,25,0,25
2020-03-28,Brazil,AL,TOTAL,0,0,2,14,0,14
2020-03-28,Brazil,AM,TOTAL,0,1,30,111,1,111
2020-03-28,Brazil,AP,TOTAL,0,0,1,4,0,4
2020-03-28,Brazil,BA,TOTAL,0,0,4,127,0,127
2020-03-28,Brazil,CE,TOTAL,1,4,40,322,4,314
2020-03-28,Brazil,DF,TOTAL,0,0,19,260,0,260
2020-03-28,Brazil,ES,TOTAL,0,0,7,61,0,53
2020-03-28,Brazil,GO,TOTAL,0,1,7,56,1,56
2020-03-28,Brazil,MA,TOTAL,0,0,2,15,0,14
2020-03-28,Brazil,MG,TOTAL,0,0,16,205,0,205
2020-03-28,Brazil,MS,TOTAL,0,0,3,31,0,31
2020-03-28,Brazil,MT,TOTAL,0,0,2,13,0,13
2020-03-28,Brazil,PA,TOTAL,0,0,2,18,0,17
2020-03-28,Brazil,PB,TOTAL,0,0,4,14,0,14
2020-03-28,Brazil,PE,TOTAL,1,5,11,68,5,68
2020-03-28,Brazil,PI,TOTAL,0,1,1,11,1,11
2020-03-28,Brazil,PR,TOTAL,0,2,12,137,2,133
2020-03-28,Brazil,RJ,TOTAL,3,13,65,558,13,558
2020-03-28,Brazil,RN,TOTAL,1,1,40,68,0,45
2020-03-28,Brazil,RO,TOTAL,0,0,0,6,0,6
2020-03-28,Brazil,RR,TOTAL,0,0,4,16,0,12
2020-03-28,Brazil,RS,TOTAL,0,2,3,200,2,197
2020-03-28,Brazil,SC,TOTAL,0,1,21,184,1,184
2020-03-28,Brazil,SE,TOTAL,0,0,0,16,0,16
2020-03-28,Brazil,SP,TOTAL,16,84,183,1406,84,1406
2020-03-28,Brazil,TO,TOTAL,0,0,0,9,0,9
2020-03-28,Brazil,TOTAL,TOTAL,22,115,479,3955,114,3903
2020-03-29,Brazil,AC,TOTAL,0,0,9,34,0,34
2020-03-29,Brazil,AL,TOTAL,0,0,3,17,0,17
2020-03-29,Brazil,AM,TOTAL,0,1,29,140,1,140
2020-03-29,Brazil,AP,TOTAL,0,0,4,8,0,4
2020-03-29,Brazil,BA,TOTAL,1,1,29,156,1,154
2020-03-29,Brazil,CE,TOTAL,1,5,37,359,5,348
2020-03-29,Brazil,DF,TOTAL,1,1,38,298,1,289
2020-03-29,Brazil,ES,TOTAL,0,0,11,72,0,60
2020-03-29,Brazil,GO,TOTAL,0,1,2,58,1,58
2020-03-29,Brazil,MA,TOTAL,1,1,6,21,0,16
2020-03-29,Brazil,MG,TOTAL,0,0,26,231,0,231
2020-03-29,Brazil,MS,TOTAL,0,0,5,36,0,36
2020-03-29,Brazil,MT,TOTAL,0,0,3,16,0,16
2020-03-29,Brazil,PA,TOTAL,0,0,2,20,0,18
2020-03-29,Brazil,PB,TOTAL,0,0,0,14,0,14
2020-03-29,Brazil,PE,TOTAL,0,5,5,73,5,73
2020-03-29,Brazil,PI,TOTAL,0,1,3,14,1,14
2020-03-29,Brazil,PR,TOTAL,0,2,15,152,2,148
2020-03-29,Brazil,RJ,TOTAL,4,17,42,600,17,600
2020-03-29,Brazil,RN,TOTAL,0,1,0,68,1,68
2020-03-29,Brazil,RO,TOTAL,0,0,0,6,0,6
2020-03-29,Brazil,RR,TOTAL,0,0,0,16,0,16
2020-03-29,Brazil,RS,TOTAL,0,2,30,230,2,226
2020-03-29,Brazil,SC,TOTAL,0,1,13,197,1,194
2020-03-29,Brazil,SE,TOTAL,0,0,0,16,0,16
2020-03-29,Brazil,SP,TOTAL,14,98,45,1451,98,1451
2020-03-29,Brazil,TO,TOTAL,0,0,1,10,0,9
2020-03-29,Brazil,TOTAL,TOTAL,22,137,358,4313,136,4256
2020-03-30,Brazil,AC,TOTAL,0,0,8,42,0,42
2020-03-30,Brazil,AL,TOTAL,0,0,0,17,0,17
2020-03-30,Brazil,AM,TOTAL,1,2,11,151,1,151
2020-03-30,Brazil,AP,TOTAL,0,0,0,8,0,8
2020-03-30,Brazil,BA,TOTAL,1,2,20,176,1,176
2020-03-30,Brazil,CE,TOTAL,0,5,23,382,5,372
2020-03-30,Brazil,DF,TOTAL,1,2,14,312,1,312
2020-03-30,Brazil,ES,TOTAL,0,0,13,85,0,72
2020-03-30,Brazil,GO,TOTAL,0,1,3,61,1,61
2020-03-30,Brazil,MA,TOTAL,0,1,9,30,1,23
2020-03-30,Brazil,MG,TOTAL,1,1,30,261,1,261
2020-03-30,Brazil,MS,TOTAL,0,0,8,44,0,44
2020-03-30,Brazil,MT,TOTAL,0,0,2,18,0,18
2020-03-30,Brazil,PA,TOTAL,0,0,6,26,0,21
2020-03-30,Brazil,PB,TOTAL,0,0,3,17,0,15
2020-03-30,Brazil,PE,TOTAL,1,6,5,78,6,78
2020-03-30,Brazil,PI,TOTAL,3,4,4,18,3,16
2020-03-30,Brazil,PR,TOTAL,1,3,8,160,3,155
2020-03-30,Brazil,RJ,TOTAL,1,18,57,657,18,657
2020-03-30,Brazil,RN,TOTAL,0,1,9,77,1,77
2020-03-30,Brazil,RO,TOTAL,1,1,2,8,0,6
2020-03-30,Brazil,RR,TOTAL,0,0,0,16,0,16
2020-03-30,Brazil,RS,TOTAL,2,4,24,254,3,241
2020-03-30,Brazil,SC,TOTAL,1,2,22,219,1,197
2020-03-30,Brazil,SE,TOTAL,0,0,2,18,0,16
2020-03-30,Brazil,SP,TOTAL,15,113,66,1517,113,1517
2020-03-30,Brazil,TO,TOTAL,0,0,1,11,0,10
2020-03-30,Brazil,TOTAL,TOTAL,29,166,350,4663,159,4579
2020-03-31,Brazil,AC,TOTAL,0,0,0,42,0,42
2020-03-31,Brazil,AL,TOTAL,1,1,1,18,1,18
2020-03-31,Brazil,AM,TOTAL,1,3,24,175,3,175
2020-03-31,Brazil,AP,TOTAL,0,0,2,10,0,10
2020-03-31,Brazil,BA,TOTAL,0,2,41,217,2,213
2020-03-31,Brazil,CE,TOTAL,2,7,19,401,7,390
2020-03-31,Brazil,DF,TOTAL,1,3,21,333,3,332
2020-03-31,Brazil,ES,TOTAL,0,0,12,97,0,84
2020-03-31,Brazil,GO,TOTAL,0,1,4,65,1,65
2020-03-31,Brazil,MA,TOTAL,0,1,21,51,1,31
2020-03-31,Brazil,MG,TOTAL,1,2,14,275,2,275
2020-03-31,Brazil,MS,TOTAL,1,1,4,48,1,48
2020-03-31,Brazil,MT,TOTAL,0,0,7,25,0,25
2020-03-31,Brazil,PA,TOTAL,0,0,8,34,0,32
2020-03-31,Brazil,PB,TOTAL,1,1,1,18,0,17
2020-03-31,Brazil,PE,TOTAL,0,6,9,87,6,87
2020-03-31,Brazil,PI,TOTAL,0,4,0,18,4,18
2020-03-31,Brazil,PR,TOTAL,0,3,25,185,3,179
2020-03-31,Brazil,RJ,TOTAL,5,23,51,708,23,708
2020-03-31,Brazil,RN,TOTAL,0,1,5,82,1,82
2020-03-31,Brazil,RO,TOTAL,0,1,1,9,1,8
2020-03-31,Brazil,RR,TOTAL,0,0,0,16,0,16
2020-03-31,Brazil,RS,TOTAL,0,4,51,305,4,274
2020-03-31,Brazil,SC,TOTAL,0,2,16,235,2,219
2020-03-31,Brazil,SE,TOTAL,0,0,1,19,0,19
2020-03-31,Brazil,SP,TOTAL,23,136,822,2339,136,2339
2020-03-31,Brazil,TO,TOTAL,0,0,1,12,0,11
2020-03-31,Brazil,TOTAL,TOTAL,36,202,1161,5824,201,5717
2020-04-01,Brazil,AC,TOTAL,0,0,1,43,0,43
2020-04-01,Brazil,AL,TOTAL,0,1,0,18,1,18
2020-04-01,Brazil,AM,TOTAL,0,3,25,200,3,200
2020-04-01,Brazil,AP,TOTAL,0,0,1,11,0,11
2020-04-01,Brazil,BA,TOTAL,0,2,29,246,2,246
2020-04-01,Brazil,CE,TOTAL,2,9,44,445,8,444
2020-04-01,Brazil,DF,TOTAL,1,4,37,370,3,355
2020-04-01,Brazil,ES,TOTAL,0,0,23,120,0,96
2020-04-01,Brazil,GO,TOTAL,0,1,8,73,1,71
2020-04-01,Brazil,MA,TOTAL,0,1,19,70,1,54
2020-04-01,Brazil,MG,TOTAL,1,3,39,314,3,314
2020-04-01,Brazil,MS,TOTAL,0,1,3,51,1,51
2020-04-01,Brazil,MT,TOTAL,0,0,3,28,0,27
2020-04-01,Brazil,PA,TOTAL,1,1,7,41,0,40
2020-04-01,Brazil,PB,TOTAL,0,1,3,21,1,20
2020-04-01,Brazil,PE,TOTAL,2,8,8,95,8,95
2020-04-01,Brazil,PI,TOTAL,0,4,1,19,4,18
2020-04-01,Brazil,PR,TOTAL,0,3,44,229,3,224
2020-04-01,Brazil,RJ,TOTAL,5,28,124,832,28,832
2020-04-01,Brazil,RN,TOTAL,1,2,10,92,2,92
2020-04-01,Brazil,RO,TOTAL,0,1,0,9,1,9
2020-04-01,Brazil,RR,TOTAL,0,0,10,26,0,22
2020-04-01,Brazil,RS,TOTAL,1,5,11,316,4,306
2020-04-01,Brazil,SC,TOTAL,0,2,12,247,2,235
2020-04-01,Brazil,SE,TOTAL,0,0,3,22,0,20
2020-04-01,Brazil,SP,TOTAL,28,164,642,2981,164,2981
2020-04-01,Brazil,TO,TOTAL,0,0,0,12,0,12
2020-04-01,Brazil,TOTAL,TOTAL,42,244,1107,6931,240,6836
2020-04-02,Brazil,AC,TOTAL,0,0,2,45,0,43
2020-04-02,Brazil,AL,TOTAL,0,1,0,18,1,18
2020-04-02,Brazil,AM,TOTAL,0,3,29,229,3,229
2020-04-02,Brazil,AP,TOTAL,0,0,1,12,0,11
2020-04-02,Brazil,BA,TOTAL,1,3,21,267,3,267
2020-04-02,Brazil,CE,TOTAL,11,20,119,564,20,550
2020-04-02,Brazil,DF,TOTAL,1,5,30,400,4,370
2020-04-02,Brazil,ES,TOTAL,2,2,19,139,1,120
2020-04-02,Brazil,GO,TOTAL,0,1,0,73,1,73
2020-04-02,Brazil,MA,TOTAL,0,1,10,80,1,71
2020-04-02,Brazil,MG,TOTAL,1,4,56,370,4,370
2020-04-02,Brazil,MS,TOTAL,0,1,2,53,1,53
2020-04-02,Brazil,MT,TOTAL,0,0,13,41,0,36
2020-04-02,Brazil,PA,TOTAL,0,1,8,49,1,46
2020-04-02,Brazil,PB,TOTAL,0,1,8,29,1,21
2020-04-02,Brazil,PE,TOTAL,1,9,11,106,9,106
2020-04-02,Brazil,PI,TOTAL,0,4,0,19,4,19
2020-04-02,Brazil,PR,TOTAL,1,4,29,258,4,252
2020-04-02,Brazil,RJ,TOTAL,13,41,160,992,41,992
2020-04-02,Brazil,RN,TOTAL,0,2,14,106,2,105
2020-04-02,Brazil,RO,TOTAL,0,1,1,10,1,10
2020-04-02,Brazil,RR,TOTAL,0,0,4,30,0,26
2020-04-02,Brazil,RS,TOTAL,0,5,70,386,5,334
2020-04-02,Brazil,SC,TOTAL,3,5,34,281,2,247
2020-04-02,Brazil,SE,TOTAL,2,2,2,24,2,23
2020-04-02,Brazil,SP,TOTAL,24,188,525,3506,188,3506
2020-04-02,Brazil,TO,TOTAL,0,0,0,12,0,12
2020-04-02,Brazil,TOTAL,TOTAL,60,304,1168,8099,299,7910
2020-04-03,Brazil,AC,TOTAL,0,0,1,46,0,46
2020-04-03,Brazil,AL,TOTAL,1,2,5,23,2,22
2020-04-03,Brazil,AM,TOTAL,4,7,31,260,7,260
2020-04-03,Brazil,AP,TOTAL,0,0,7,19,0,19
2020-04-03,Brazil,BA,TOTAL,3,6,23,290,5,282
2020-04-03,Brazil,CE,TOTAL,2,22,94,658,22,627
2020-04-03,Brazil,DF,TOTAL,1,6,19,419,5,402
2020-04-03,Brazil,ES,TOTAL,3,5,14,153,4,139
2020-04-03,Brazil,GO,TOTAL,1,2,15,88,2,88
2020-04-03,Brazil,MA,TOTAL,0,1,7,87,1,81
2020-04-03,Brazil,MG,TOTAL,2,6,27,397,6,397
2020-04-03,Brazil,MS,TOTAL,0,1,7,60,1,60
2020-04-03,Brazil,MT,TOTAL,1,1,3,44,1,44
2020-04-03,Brazil,PA,TOTAL,0,1,26,75,1,50
2020-04-03,Brazil,PB,TOTAL,0,1,3,32,1,29
2020-04-03,Brazil,PE,TOTAL,1,10,30,136,10,136
2020-04-03,Brazil,PI,TOTAL,0,4,3,22,4,21
2020-04-03,Brazil,PR,TOTAL,1,5,49,307,4,301
2020-04-03,Brazil,RJ,TOTAL,6,47,82,1074,47,1074
2020-04-03,Brazil,RN,TOTAL,2,4,70,176,4,176
2020-04-03,Brazil,RO,TOTAL,0,1,0,10,1,10
2020-04-03,Brazil,RR,TOTAL,1,1,7,37,0,30
2020-04-03,Brazil,RS,TOTAL,1,6,24,410,5,396
2020-04-03,Brazil,SC,TOTAL,0,5,20,301,5,281
2020-04-03,Brazil,SE,TOTAL,0,2,3,27,2,25
2020-04-03,Brazil,SP,TOTAL,31,219,542,4048,219,4048
2020-04-03,Brazil,TO,TOTAL,0,0,1,13,0,12
2020-04-03,Brazil,TOTAL,TOTAL,61,365,1113,9212,359,9056
2020-04-04,Brazil,AC,TOTAL,0,0,0,46,0,46
2020-04-04,Brazil,AL,TOTAL,0,2,0,23,2,23
2020-04-04,Brazil,AM,TOTAL,5,12,51,311,12,311
2020-04-04,Brazil,AP,TOTAL,1,1,10,29,1,28
2020-04-04,Brazil,BA,TOTAL,1,7,46,336,7,332
2020-04-04,Brazil,CE,TOTAL,1,23,88,746,22,730
2020-04-04,Brazil,DF,TOTAL,1,7,37,456,7,454
2020-04-04,Brazil,ES,TOTAL,1,6,13,166,5,153
2020-04-04,Brazil,GO,TOTAL,0,2,15,103,2,103
2020-04-04,Brazil,MA,TOTAL,1,2,8,95,1,88
2020-04-04,Brazil,MG,TOTAL,0,6,33,430,6,430
2020-04-04,Brazil,MS,TOTAL,0,1,2,62,1,62
2020-04-04,Brazil,MT,TOTAL,0,1,16,60,1,56
2020-04-04,Brazil,PA,TOTAL,0,1,7,82,1,80
2020-04-04,Brazil,PB,TOTAL,2,3,2,34,2,32
2020-04-04,Brazil,PE,TOTAL,4,14,40,176,14,176
2020-04-04,Brazil,PI,TOTAL,0,4,2,24,4,22
2020-04-04,Brazil,PR,TOTAL,2,7,94,401,6,395
2020-04-04,Brazil,RJ,TOTAL,11,58,172,1246,58,1246
2020-04-04,Brazil,RN,TOTAL,1,5,36,212,5,212
2020-04-04,Brazil,RO,TOTAL,0,1,1,11,1,11
2020-04-04,Brazil,RR,TOTAL,0,1,5,42,1,37
2020-04-04,Brazil,RS,TOTAL,1,7,8,418,6,410
2020-04-04,Brazil,SC,TOTAL,5,10,55,356,5,334
2020-04-04,Brazil,SE,TOTAL,1,3,5,32,2,27
2020-04-04,Brazil,SP,TOTAL,41,260,418,4466,260,4466
2020-04-04,Brazil,TO,TOTAL,0,0,3,16,0,14
2020-04-04,Brazil,TOTAL,TOTAL,79,444,1167,10379,432,10278
2020-04-05,Brazil,AC,TOTAL,0,0,2,48,0,48
2020-04-05,Brazil,AL,TOTAL,0,2,5,28,2,28
2020-04-05,Brazil,AM,TOTAL,3,15,106,417,14,417
2020-04-05,Brazil,AP,TOTAL,1,2,3,32,2,29
2020-04-05,Brazil,BA,TOTAL,2,9,65,401,9,401
2020-04-05,Brazil,CE,TOTAL,12,35,218,964,26,823
2020-04-05,Brazil,DF,TOTAL,0,7,12,468,7,468
2020-04-05,Brazil,ES,TOTAL,0,6,28,194,6,166
2020-04-05,Brazil,GO,TOTAL,1,3,12,115,3,115
2020-04-05,Brazil,MA,TOTAL,0,2,37,132,2,96
2020-04-05,Brazil,MG,TOTAL,0,6,68,498,6,498
2020-04-05,Brazil,MS,TOTAL,0,1,3,65,1,65
2020-04-05,Brazil,MT,TOTAL,0,1,0,60,1,60
2020-04-05,Brazil,PA,TOTAL,0,1,4,86,1,86
2020-04-05,Brazil,PB,TOTAL,1,4,1,35,4,34
2020-04-05,Brazil,PE,TOTAL,7,21,25,201,21,201
2020-04-05,Brazil,PI,TOTAL,0,4,0,24,4,23
2020-04-05,Brazil,PR,TOTAL,3,10,44,445,9,438
2020-04-05,Brazil,RJ,TOTAL,6,64,148,1394,64,1394
2020-04-05,Brazil,RN,TOTAL,2,7,34,246,7,242
2020-04-05,Brazil,RO,TOTAL,0,1,3,14,1,12
2020-04-05,Brazil,RR,TOTAL,0,1,0,42,1,42
2020-04-05,Brazil,RS,TOTAL,0,7,50,468,7,418
2020-04-05,Brazil,SC,TOTAL,0,10,23,379,10,357
2020-04-05,Brazil,SE,TOTAL,0,3,0,32,3,32
2020-04-05,Brazil,SP,TOTAL,15,275,154,4620,275,4620
2020-04-05,Brazil,TO,TOTAL,0,0,1,17,0,17
2020-04-05,Brazil,TOTAL,TOTAL,53,497,1046,11425,486,11130
2020-04-06,Brazil,AC,TOTAL,1,1,2,50,0,50
2020-04-06,Brazil,AL,TOTAL,0,2,3,31,2,31
2020-04-06,Brazil,AM,TOTAL,4,19,115,532,19,532
2020-04-06,Brazil,AP,TOTAL,0,2,7,39,2,34
2020-04-06,Brazil,BA,TOTAL,1,10,36,437,10,431
2020-04-06,Brazil,CE,TOTAL,1,36,83,1047,29,1013
2020-04-06,Brazil,DF,TOTAL,3,10,17,485,10,473
2020-04-06,Brazil,ES,TOTAL,0,6,15,209,6,194
2020-04-06,Brazil,GO,TOTAL,2,5,4,119,5,119
2020-04-06,Brazil,MA,TOTAL,2,4,39,171,2,133
2020-04-06,Brazil,MG,TOTAL,3,9,27,525,9,525
2020-04-06,Brazil,MS,TOTAL,0,1,1,66,1,66
2020-04-06,Brazil,MT,TOTAL,0,1,16,76,1,76
2020-04-06,Brazil,PA,TOTAL,4,5,37,123,3,102
2020-04-06,Brazil,PB,TOTAL,0,4,1,36,4,35
2020-04-06,Brazil,PE,TOTAL,9,30,22,223,30,223
2020-04-06,Brazil,PI,TOTAL,0,4,2,26,4,23
2020-04-06,Brazil,PR,TOTAL,4,14,21,466,11,458
2020-04-06,Brazil,RJ,TOTAL,7,71,67,1461,71,1461
2020-04-06,Brazil,RN,TOTAL,0,7,0,246,7,246
2020-04-06,Brazil,RO,TOTAL,0,1,4,18,1,14
2020-04-06,Brazil,RR,TOTAL,0,1,0,42,1,42
2020-04-06,Brazil,RS,TOTAL,1,8,33,501,7,481
2020-04-06,Brazil,SC,TOTAL,1,11,38,417,10,379
2020-04-06,Brazil,SE,TOTAL,1,4,0,32,4,32
2020-04-06,Brazil,SP,TOTAL,29,304,246,4866,304,4866
2020-04-06,Brazil,TO,TOTAL,0,0,2,19,0,17
2020-04-06,Brazil,TOTAL,TOTAL,73,570,838,12263,553,12056
2020-04-07,Brazil,AC,TOTAL,1,2,0,50,1,50
2020-04-07,Brazil,AL,TOTAL,0,2,3,34,2,32
2020-04-07,Brazil,AM,TOTAL,4,23,104,636,23,636
2020-04-07,Brazil,AP,TOTAL,0,2,12,51,2,48
2020-04-07,Brazil,BA,TOTAL,4,14,25,462,12,456
2020-04-07,Brazil,CE,TOTAL,4,40,143,1190,31,1051
2020-04-07,Brazil,DF,TOTAL,2,12,18,503,12,492
2020-04-07,Brazil,ES,TOTAL,0,6,18,227,6,209
2020-04-07,Brazil,GO,TOTAL,0,5,14,133,5,133
2020-04-07,Brazil,MA,TOTAL,7,11,58,229,4,172
2020-04-07,Brazil,MG,TOTAL,2,11,34,559,11,559
2020-04-07,Brazil,MS,TOTAL,1,2,14,80,2,80
2020-04-07,Brazil,MT,TOTAL,0,1,2,78,1,78
2020-04-07,Brazil,PA,TOTAL,0,5,31,154,5,138
2020-04-07,Brazil,PB,TOTAL,0,4,5,41,4,36
2020-04-07,Brazil,PE,TOTAL,4,34,129,352,34,352
2020-04-07,Brazil,PI,TOTAL,1,5,5,31,4,28
2020-04-07,Brazil,PR,TOTAL,1,15,45,511,15,503
2020-04-07,Brazil,RJ,TOTAL,18,89,227,1688,89,1688
2020-04-07,Brazil,RN,TOTAL,1,8,8,254,8,254
2020-04-07,Brazil,RO,TOTAL,0,1,5,23,1,18
2020-04-07,Brazil,RR,TOTAL,0,1,7,49,1,42
2020-04-07,Brazil,RS,TOTAL,0,8,54,555,8,508
2020-04-07,Brazil,SC,TOTAL,4,15,40,457,11,417
2020-04-07,Brazil,SE,TOTAL,0,4,4,36,4,36
2020-04-07,Brazil,SP,TOTAL,67,371,816,5682,371,5682
2020-04-07,Brazil,TO,TOTAL,0,0,0,19,0,19
2020-04-07,Brazil,TOTAL,TOTAL,121,691,1821,14084,667,13717
2020-04-08,Brazil,AC,TOTAL,0,2,8,58,2,54
2020-04-08,Brazil,AL,TOTAL,1,3,3,37,2,37
2020-04-08,Brazil,AM,TOTAL,7,30,168,804,30,804
2020-04-08,Brazil,AP,TOTAL,0,2,56,107,2,107
2020-04-08,Brazil,BA,TOTAL,4,18,53,515,15,497
2020-04-08,Brazil,CE,TOTAL,3,43,101,1291,43,1291
2020-04-08,Brazil,DF,TOTAL,0,12,6,509,12,509
2020-04-08,Brazil,ES,TOTAL,0,6,46,273,6,227
2020-04-08,Brazil,GO,TOTAL,2,7,26,159,7,158
2020-04-08,Brazil,MA,TOTAL,1,12,43,272,11,230
2020-04-08,Brazil,MG,TOTAL,3,14,55,614,14,614
2020-04-08,Brazil,MS,TOTAL,0,2,5,85,2,85
2020-04-08,Brazil,MT,TOTAL,0,1,12,90,1,90
2020-04-08,Brazil,PA,TOTAL,1,6,13,167,6,167
2020-04-08,Brazil,PB,TOTAL,3,7,14,55,4,41
2020-04-08,Brazil,PE,TOTAL,12,46,49,401,46,401
2020-04-08,Brazil,PI,TOTAL,1,6,7,38,5,31
2020-04-08,Brazil,PR,TOTAL,2,17,39,550,17,539
2020-04-08,Brazil,RJ,TOTAL,17,106,250,1938,106,1938
2020-04-08,Brazil,RN,TOTAL,3,11,8,262,11,261
2020-04-08,Brazil,RO,TOTAL,0,1,3,26,1,18
2020-04-08,Brazil,RR,TOTAL,0,1,3,52,1,49
2020-04-08,Brazil,RS,TOTAL,2,10,26,581,9,555
2020-04-08,Brazil,SC,TOTAL,2,17,44,501,15,457
2020-04-08,Brazil,SE,TOTAL,0,4,3,39,4,36
2020-04-08,Brazil,SP,TOTAL,57,428,1026,6708,428,6708
2020-04-08,Brazil,TO,TOTAL,0,0,4,23,0,23
2020-04-08,Brazil,TOTAL,TOTAL,121,812,2071,16155,800,15927
2020-04-09,Brazil,AC,TOTAL,0,2,4,62,2,62
2020-04-09,Brazil,AL,TOTAL,0,3,0,37,3,37
2020-04-09,Brazil,AM,TOTAL,10,40,95,899,40,899
2020-04-09,Brazil,AP,TOTAL,0,2,21,128,2,128
2020-04-09,Brazil,BA,TOTAL,1,19,53,568,19,559
2020-04-09,Brazil,CE,TOTAL,12,55,134,1425,55,1425
2020-04-09,Brazil,DF,TOTAL,1,13,18,527,13,527
2020-04-09,Brazil,ES,TOTAL,1,7,27,300,6,273
2020-04-09,Brazil,GO,TOTAL,0,7,20,179,7,179
2020-04-09,Brazil,MA,TOTAL,4,16,21,293,12,273
2020-04-09,Brazil,MG,TOTAL,1,15,41,655,15,655
2020-04-09,Brazil,MS,TOTAL,0,2,4,89,2,89
2020-04-09,Brazil,MT,TOTAL,1,2,18,108,2,108
2020-04-09,Brazil,PA,TOTAL,1,7,2,169,7,168
2020-04-09,Brazil,PB,TOTAL,4,11,24,79,7,55
2020-04-09,Brazil,PE,TOTAL,10,56,154,555,56,555
2020-04-09,Brazil,PI,TOTAL,1,7,2,40,6,38
2020-04-09,Brazil,PR,TOTAL,7,24,71,621,22,609
2020-04-09,Brazil,RJ,TOTAL,16,122,278,2216,122,2216
2020-04-09,Brazil,RN,TOTAL,0,11,0,262,11,261
2020-04-09,Brazil,RO,TOTAL,1,2,2,28,2,28
2020-04-09,Brazil,RR,TOTAL,1,2,11,63,1,52
2020-04-09,Brazil,RS,TOTAL,4,14,55,636,12,618
2020-04-09,Brazil,SC,TOTAL,1,18,192,693,17,501
2020-04-09,Brazil,SE,TOTAL,0,4,1,40,4,39
2020-04-09,Brazil,SP,TOTAL,68,496,772,7480,496,7480
2020-04-09,Brazil,TO,TOTAL,0,0,0,23,0,23
2020-04-09,Brazil,TOTAL,TOTAL,145,957,2020,18175,941,17857
2020-04-10,Brazil,AC,TOTAL,0,2,8,70,2,70
2020-04-10,Brazil,AL,TOTAL,0,3,8,45,3,45
2020-04-10,Brazil,AM,TOTAL,10,50,82,981,50,981
2020-04-10,Brazil,AP,TOTAL,0,2,38,166,2,166
2020-04-10,Brazil,BA,TOTAL,0,19,48,616,19,604
2020-04-10,Brazil,CE,TOTAL,3,58,133,1558,58,1478
2020-04-10,Brazil,DF,TOTAL,1,14,36,563,14,555
2020-04-10,Brazil,ES,TOTAL,1,8,49,349,7,300
2020-04-10,Brazil,GO,TOTAL,1,8,12,191,8,191
2020-04-10,Brazil,MA,TOTAL,5,21,51,344,16,293
2020-04-10,Brazil,MG,TOTAL,2,17,44,699,17,698
2020-04-10,Brazil,MS,TOTAL,0,2,8,97,2,97
2020-04-10,Brazil,MT,TOTAL,0,2,4,112,2,112
2020-04-10,Brazil,PA,TOTAL,2,9,48,217,9,170
2020-04-10,Brazil,PB,TOTAL,0,11,6,85,11,79
2020-04-10,Brazil,PE,TOTAL,9,65,129,684,65,684
2020-04-10,Brazil,PI,TOTAL,0,7,1,41,7,40
2020-04-10,Brazil,PR,TOTAL,2,26,34,655,25,643
2020-04-10,Brazil,RJ,TOTAL,25,147,248,2464,147,2464
2020-04-10,Brazil,RN,TOTAL,0,11,1,263,11,263
2020-04-10,Brazil,RO,TOTAL,0,2,4,32,2,32
2020-04-10,Brazil,RR,TOTAL,1,3,12,75,3,63
2020-04-10,Brazil,RS,TOTAL,1,15,4,640,14,636
2020-04-10,Brazil,SC,TOTAL,0,18,24,717,18,693
2020-04-10,Brazil,SE,TOTAL,0,4,2,42,4,42
2020-04-10,Brazil,SP,TOTAL,44,540,736,8216,540,8216
2020-04-10,Brazil,TO,TOTAL,0,0,0,23,0,23
2020-04-10,Brazil,TOTAL,TOTAL,107,1064,1770,19945,1056,19638
